code,iso,country,TCEEZ.1950,TCEEZ.1951,TCEEZ.1952,TCEEZ.1953,TCEEZ.1954,TCEEZ.1955,TCEEZ.1956,TCEEZ.1957,TCEEZ.1958,TCEEZ.1959,TCEEZ.1960,TCEEZ.1961,TCEEZ.1962,TCEEZ.1963,TCEEZ.1964,TCEEZ.1965,TCEEZ.1966,TCEEZ.1967,TCEEZ.1968,TCEEZ.1969,TCEEZ.1970,TCEEZ.1971,TCEEZ.1972,TCEEZ.1973,TCEEZ.1974,TCEEZ.1975,TCEEZ.1976,TCEEZ.1977,TCEEZ.1978,TCEEZ.1979,TCEEZ.1980,TCEEZ.1981,TCEEZ.1982,TCEEZ.1983,TCEEZ.1984,TCEEZ.1985,TCEEZ.1986,TCEEZ.1987,TCEEZ.1988,TCEEZ.1989,TCEEZ.1990,TCEEZ.1991,TCEEZ.1992,TCEEZ.1993,TCEEZ.1994,TCEEZ.1995,TCEEZ.1996,TCEEZ.1997,TCEEZ.1998,TCEEZ.1999,TCEEZ.2000,TCEEZ.2001,TCEEZ.2002,TCEEZ.2003,TCEEZ.2004,TCEEZ.2005,TCEEZ.2006
324,GIN,Guinea,0.002787543,0.002947255,0.003167976,0.003243915,0.003790533,0.003637287,0.004120778,0.00420474,0.005415997,0.016137829,0.019723755,0.008106532,0.018805982,0.012616427,0.042752803,0.052495845,0.049582542,0.062886023,0.061105121,0.08026344,0.05244751,0.056576056,0.093505624,0.082872114,0.145523414,0.117791543,0.049013914,0.092270573,0.216697367,0.10636686,0.146092896,0.034601081,0.087302469,0.090103687,0.087490429,0.11430143,0.084659173,0.074784357,0.075616756,0.108727335,0.113974226,0.151011168,0.176513908,0.174368869,0.165446083,0.137223017,0.119707092,0.097915168,0.104317636,0.112502317,0.130770655,0.14533078,0.127525059,0.193445081,0.125770821,0.126629094,0.132628106
624,GNB,Guinea-Bissau,0.002038603,0.002140883,0.002324597,0.002390636,0.002792968,0.002698744,0.003023956,0.003104378,0.003829689,0.017509112,0.022257949,0.005974999,0.014138309,0.009235806,0.036162897,0.047394382,0.042750725,0.057423527,0.056062834,0.078500589,0.051904104,0.049617168,0.085103685,0.067562879,0.11949931,0.10997334,0.057914076,0.093132774,0.078771056,0.053021932,0.086404708,0.060808483,0.089943223,0.088218553,0.071301537,0.070979005,0.06267499,0.068143869,0.069969608,0.095290185,0.103468913,0.129144047,0.133649081,0.261634065,0.307043429,0.228850584,0.25070109,0.307630391,0.303635846,0.027029731,0.023958751,0.028536837,0.027714393,0.025251407,0.031868958,0.02555576,0.028844926
328,GUY,Guyana,0.003679167,0.003679167,0.003679167,0.003679167,0.003679167,0.007358333,0.007358333,0.007358333,0.007358333,0.003679167,0.007358333,0.013245,0.016924167,0.021368201,0.023805972,0.027589104,0.0318562,0.030907947,0.03136766,0.035789861,0.05011528,0.050468564,0.058843827,0.057480709,0.065121962,0.048222165,0.067980218,0.043031533,0.0636643,0.040618488,0.014149429,0.014881809,0.015062511,0.016107395,0.017696795,0.023737988,0.022273679,0.021022762,0.026754905,0.028134005,0.028498051,0.034452557,0.024734697,0.04544325,0.054816868,0.075108683,0.094451588,0.116254335,0.095849669,0.088233793,0.133964488,0.189751331,0.143397343,0.153619024,0.122919686,0.121140349,0.130405326
332,HTI,Haiti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000158577,0.000242439,0.000171847,0.000152427,0.000201937,0.000294455,0.000331955,0.00077718,0.000880496,0.005567225,0.005078707,0.006515149,0.006224144,0.00558124,NA,NA,NA,NA,NA,NA,NA,0.001099261,0.001099261,0.001099261,0.001648891,0.001648891,0.001719262,0.001380747,0.001380747,0.001310375,0.001544302,0.001434376,0.001719262,0.001789634,0.001761485,0.001719262,0.002057778,0.002711997,0.003447993,0.004336139,0.005328873,0.006555534,0.006964421,0.007782195
336,VAT,Holy See,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,HND,Honduras,0.003330008,0.003330008,0.00416251,0.00416251,0.006660015,0.006660015,0.006660015,0.006660015,0.007492517,0.007492517,0.007492517,0.009152157,0.009152157,0.010288669,0.01050969,0.010646323,0.0137775,0.017071096,0.023349671,0.026748068,0.035172481,0.04722491,0.068039966,0.055027459,0.053137633,0.047555501,0.065934808,0.081219638,0.130864107,0.13764545,0.023969793,0.024677948,0.007611767,0.014472939,0.018586672,0.020747678,0.032051189,0.023344858,0.022194681,0.006232733,0.007734034,0.015875691,0.023159721,0.022367699,0.025384707,0.041016953,0.018181839,0.027594152,0.018844675,0.014222753,0.025017089,0.022386953,0.015260413,0.020679417,0.009915165,0.010847567,0.011804945
344,HKG,Hong Kong,4.344148894,4.422041553,5.197281537,5.402013227,7.317029697,6.744464,6.466110142,7.79896872,8.724932486,9.270699371,8.234906933,8.396590878,9.279792271,10.12757223,12.30465537,13.3563202,13.35874966,13.5029827,22.31470962,21.54710546,12.73431829,11.13536202,10.61350477,9.665921681,11.79351132,11.18682098,10.67222467,11.11805477,11.68003562,14.0002328,12.81860403,11.65428265,10.78145082,10.2904405,12.3620603,12.20649746,14.59824422,16.53657057,15.95983961,14.34452284,15.48532093,22.83070916,24.65624766,18.99024368,18.39335324,17.70875511,15.42950015,16.25860707,14.0804642,10.75525798,12.9501498,14.14700294,13.04051667,12.48547892,12.78321298,12.34125872,11.82808741
348,HUN,Hungary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,ISL,Iceland,0.200371521,0.278532457,0.29921329,0.354392916,0.321494092,0.224075114,0.29366049,0.289161834,0.307924206,0.270526083,0.323660688,0.265520149,0.291320496,0.281557836,0.279799765,0.314966976,0.221578759,0.246690008,0.236711968,0.282825619,0.281304605,0.31221121,0.264663002,0.270188091,0.260351021,0.236589885,0.230250305,0.198310029,0.181307934,0.228841982,0.222317758,0.252604763,0.290383511,0.286910238,0.274002135,0.256268194,0.281240327,0.287133944,0.296607265,0.296834063,0.333855529,0.332485189,0.307396477,0.30889782,0.335650872,0.326354506,0.30395949,0.290578817,0.263582574,0.233055399,0.229143916,0.208767973,0.244092375,0.268469442,0.289074757,0.291040461,0.3037759
356,IND,India,0.132360055,0.113368721,0.122804507,0.12137487,0.166354864,0.135571839,0.195680644,0.165782281,0.130704105,0.116338204,0.128533974,0.117229912,0.153260032,0.142744712,0.145575671,0.128605306,0.147190064,0.146431562,0.157468535,0.169889595,0.300868234,0.328335461,0.331864942,0.405958121,0.403780245,0.467530267,0.432552648,0.402230673,0.443627734,0.418162475,0.423562283,0.404817977,0.471380489,0.497801954,0.537160517,0.51130831,0.59096893,0.603569439,0.602137815,0.703933942,0.695790408,0.768808055,0.831537969,0.790996671,0.90180399,0.84884892,0.864615111,0.844742285,0.854896493,0.817885359,0.802242945,0.517941319,0.555354011,0.549392447,0.569628683,0.588877931,0.627989884
360,IDN,Indonesia,0.004644829,0.018106538,0.020553506,0.021302267,0.022575969,0.023391016,0.024017402,0.023599015,0.023933001,0.023488892,0.024340876,0.030047427,0.031117258,0.031956889,0.033629519,0.037292863,0.040716883,0.038722155,0.040149884,0.043280068,0.041749006,0.041956452,0.043785343,0.048392379,0.049864009,0.058100857,0.079132937,0.151354995,0.155776891,0.151888316,0.14880196,0.159401714,0.167127325,0.164826121,0.16496373,0.171165117,0.189933609,0.208465038,0.213481477,0.21371594,0.211340759,0.223943521,0.237750812,0.246085707,0.258462483,0.277336472,0.292442498,0.314678741,0.313696919,0.228229167,0.228683414,0.252786491,0.249377746,0.258169696,0.256330995,0.240973182,0.240810299
364,IRN,Iran,0.012191337,0.012191337,0.024382675,0.024382675,0.024382675,0.024382675,0.030478344,0.024382675,0.024382675,0.018287006,0.018681163,0.01873829,0.018816219,0.012870677,0.018775528,0.027033763,0.032392745,0.030574175,0.031627488,0.030795488,0.027099939,0.023724537,0.015568482,0.007982605,0.00537946,0.004152728,0.004934417,0.006376221,0.0081251,0.008335528,0.010454582,0.007160859,0.009189964,0.012226919,0.021365683,0.019987964,0.047108104,0.078406018,0.064497411,0.082517802,0.093374207,0.083416484,0.090929793,0.093209401,0.068605803,0.079090007,0.059578365,0.256145844,0.198238552,0.228792533,0.197781235,0.170696129,0.137752081,0.187879849,0.190214024,0.191492584,0.163627145
368,IRQ,Iraq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000397471,0.000465503,0.000522261,0.00071282,0.000456606,0.004139206,0.006045815,0.007837274,0.003585504,0.004101925,0.003807114,0.003849599,0.006340698,0.021821021,0.02177887,0.011208239,0.026547802,0.053535346,0.027397224,0.036347619,0.066569499,0.046866418,0.032701299,0.022631991,0.0345583,0.059783951,0.060452733,0.065794985,0.054274073,0.073273772,0.063977822,0.073610758,0.030776877,0.02880417,0.036877058,0.021567762,0.066008173,0.193830742,0.149348593,0.182292455,0.190561122,0.170142441,0.138114835,0.185982833,0.170083445,0.190353981,0.157165038
372,IRL,Ireland,0.039790561,0.046237571,0.06041988,0.084114597,0.106987283,0.117109093,0.120554285,0.127779039,0.138338749,0.131871304,0.134162947,0.115962088,0.130066165,0.13504918,0.155434392,0.168309462,0.140117086,0.116153035,0.135337035,0.171960335,0.233345321,0.224214812,0.263709448,0.257689647,0.28332241,0.264027642,0.329361677,0.145580874,0.131073871,0.141661866,0.151328809,0.246101476,0.247968214,0.243019248,0.268319826,0.261801599,0.284137798,0.292516298,0.362830293,0.363305053,0.410809269,0.389718584,0.404994706,0.398251274,0.413787603,0.540602436,0.525970134,0.528631419,0.454233617,0.328130336,0.311855423,0.334845356,0.261458053,0.235774133,0.233809397,0.244213144,0.231350816
833,IMN,Isle of Man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,ISR,Israel,0.009101567,0.014023745,0.015933223,0.016837251,0.022737491,0.030645706,0.032732066,0.036172091,0.058764318,0.055809087,0.047132093,0.056083812,0.058786947,0.049036751,0.055467041,0.051120054,0.049276426,0.046883474,0.043040541,0.039653383,0.009751346,0.012800847,0.020040021,0.016300892,0.014960753,0.012077599,0.014592857,0.01547553,0.021660348,0.026391933,0.023701654,0.023025458,0.019100691,0.020722962,0.02334648,0.023415381,0.026242837,0.02604873,0.041532988,0.048159896,0.045756838,0.051023755,0.047471339,0.059513413,0.061254366,0.065101629,0.063909601,0.073401461,0.065518336,0.068875821,0.064181816,0.074251691,0.076116071,0.066815392,0.06034504,0.084951447,0.117413544
380,ITA,Italy,0.033798306,0.028596435,0.024600119,0.018288636,0.014328165,0.014108398,0.014906,0.016480463,0.039618377,0.035750464,0.031676463,0.032781474,0.035341093,0.028260838,0.047384466,0.041525445,0.038487551,0.03563881,0.033229225,0.029087454,0.054867228,0.054933418,0.062068378,0.045045913,0.054442892,0.064257261,0.061594179,0.054184722,0.051232757,0.055081894,0.058125981,0.061971941,0.068203379,0.078791033,0.093064372,0.094843777,0.087803361,0.090128189,0.089220171,0.074174219,0.080691729,0.085852303,0.087056982,0.076644264,0.075078974,0.084276691,0.076195398,0.068254177,0.053916726,0.05560927,0.059794735,0.057960063,0.052044514,0.06059788,0.053548863,0.076882673,0.053319326
388,JAM,Jamaica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000189713,0.000161886,0.000137208,0.000107572,0.000197167,0.000224043,0.00024054,0.000275013,0.000345251,0.002105642,0.002084261,0.002509562,0.002562427,0.002329405,0.003793857,0.006741974,0.008797197,0.012530438,0.017353686,0.022457452,0.020946073,0.026406489,0.022218702,0.022558857,0.023566291,0.029650627,0.034913612,0.039000529,0.006120125,0.009180188,0.012240251,0.015128389,0.013928221,0.009451493,0.011399636,0.010461186,0.008379082,0.000140737,0.005937768,0.000144332,NA,0.003366069,0.00391688,0.00391688
392,JPN,Japan,0.165305132,0.167854235,0.136566866,0.100899151,0.079638148,0.088260297,0.088764628,0.101122658,0.099845167,0.097425524,0.112968763,0.122139627,0.106881827,0.090972395,0.089746867,0.105465846,0.11085265,0.103716007,0.095000209,0.101271111,0.097203895,0.093429971,0.092986751,0.088769451,0.092120334,0.08518365,0.088426382,0.085581796,0.071166407,0.082586324,0.082242001,0.077682591,0.084544211,0.084277536,0.097635997,0.08960364,0.079603554,0.072444429,0.075823767,0.081069184,0.10673918,0.145648736,0.133075768,0.106231986,0.112429894,0.141897283,0.195184455,0.134411628,0.320710898,0.299575892,0.166236095,0.149550731,0.156529174,0.15389296,0.143569487,0.127901546,0.248724787
400,JOR,Jordan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000327625,0.000385396,0.000431125,0.000585438,0.000376057,0.002823637,0.003007629,0.003741735,0.003013705,0.003325986,0.00325307,0.003357667,0.005429878,0.006637001,0.006735778,0.00473014,0.011471585,0.024294139,0.014337378,0.019070868,0.022853891,0.037736471,0.074400335,0.042349929,0.041901659,0.041747182,0.035132678,0.060126577,0.049246414,0.038917817,0.055316734,0.057539949,0.035877209,0.035608102,0.044989124,0.029182145,0.03363158,0.062898466,0.045357131,0.060190365,0.040564894,0.04802456,0.039384532,0.068467478,0.063567883,0.043492786,0.041711308
398,KAZ,Kazakhstan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,KEN,Kenya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000185244,0.000206761,0.000239576,0.002095921,0.001105936,0.002279276,0.002512334,0.002637607,0.00320802,0.003314005,0.001692471,0.001562431,0.002303748,0.003635081,0.003460603,0.002563518,0.00474387,0.01005931,0.006796958,0.000286047,0.000176701,0.000394324,0.00055658,0.000733903,0.000711343,0.001067524,0.000824814,0.001040368,0.001075965,0.000934562,0.001174335,0.007454709,0.005314022,0.00408971,0.005317304,0.006311802,0.00106836,0.00196133,0.001195471,0.000980524,0.000815022,0.001094302,0.001373873,0.001118494,0.001208233,0.000991931,0.00094628
296,KIR,Kiribati,5.82E-05,5.82E-05,5.82E-05,9.12E-05,9.12E-05,0.000183225,0.000182496,0.000354495,0.000354494,0.000354494,0.000509037,0.000509037,0.000597902,0.000599435,0.000600454,0.000597902,0.000772283,0.000772283,0.000773731,0.000796354,0.000971107,0.000941292,0.001769953,0.001508998,0.001772685,0.001575084,0.001780924,0.002039762,0.000791472,0.000809295,0.000836099,0.000755031,0.000728774,0.001076511,0.0005543,0.000744147,0.00102731,0.001033333,0.000904605,0.001732268,0.001645297,0.001620564,0.001690972,0.001663404,0.00148448,0.001411981,0.001522079,0.001397243,0.001070722,0.002049468,0.001260063,0.001372939,0.000823132,0.00123974,0.001254719,0.001250993,0.001223264
414,KWT,Kuwait,0.040862052,0.040862052,0.040862052,0.040862052,0.081724105,0.081724105,0.081724105,0.117028918,0.117028918,0.117028918,0.136327726,0.136389761,0.136437727,0.13659771,0.169072591,0.171980023,0.173157417,0.177283205,0.174576806,0.17497611,0.069221914,0.065926626,0.042544632,0.045401063,0.045535732,0.052434439,0.046338229,0.075197459,0.069420886,0.052160481,0.065720585,0.051824097,0.047219947,0.042718214,0.050581954,0.052355412,0.184049734,0.25870564,0.456066093,0.300377061,0.20714375,0.111865068,0.357259303,0.290516013,0.240571591,0.208299635,0.286101635,0.363170984,0.285164933,0.272084925,0.321922047,0.30672114,0.259124427,0.271783191,0.292300781,0.326062335,0.326531608
417,KGZ,Kyrgyzstan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,LAO,Laos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,LVA,Latvia,0.025742058,0.022765615,0.02399019,0.025521828,0.040113451,0.06712072,0.067865575,0.060758564,0.049639648,0.059621651,0.055622448,0.043144688,0.058639599,0.061170889,0.067638629,0.065444837,0.068220646,0.090329088,0.105072883,0.096955958,0.079152706,0.070394319,0.074484352,0.066407402,0.064455454,0.066129575,0.068879836,0.060315056,0.077454445,0.082196801,0.067084749,0.063979959,0.064180651,0.052336743,0.046842793,0.043179495,0.049424223,0.04494662,0.061612873,0.051976979,0.055915616,0.098515664,0.041109972,0.035955758,0.038834822,0.014120874,0.00689512,0.01060632,0.006345395,0.045218339,0.022585034,0.013133494,0.011838019,0.008318889,0.015962679,0.020918547,0.01435332
422,LBN,Lebanon,0.003030201,0.004445514,0.005554347,0.007052131,0.009014832,0.010403709,0.011199767,0.012401079,0.029335505,0.026521175,0.024281184,0.025243404,0.026145665,0.021327594,0.035035061,0.030285921,0.028788168,0.026352975,0.023499034,0.020501474,0.005072564,0.006886611,0.012149185,0.009584973,0.008522692,0.00619755,0.008006085,0.008213245,0.011795808,0.015795765,0.014845012,0.013773589,0.010422185,0.011890187,0.012544567,0.012672115,0.014757017,0.021992945,0.030757795,0.036179177,0.033419237,0.038146271,0.035465706,0.044258081,0.045049675,0.054041712,0.055221477,0.056577319,0.056137743,0.062544418,0.057270334,0.05711616,0.058799109,0.060098888,0.060125666,0.070605896,0.079543258
426,LSO,Lesotho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,LBR,Liberia,0.001310067,0.001349606,0.001428466,0.001461058,0.002065767,0.00201882,0.00224512,0.002732699,0.003059097,0.004551416,0.00506885,0.003856425,0.006571254,0.004461437,0.015233148,0.017119073,0.017602419,0.021155296,0.020234865,0.022890853,0.008058222,0.008939168,0.010110551,0.013825071,0.019135515,0.019739363,0.01576148,0.038450902,0.035172032,0.025329344,0.048794378,0.055894856,0.021821998,0.023194093,0.026428947,0.018232276,0.035510382,0.03178289,0.027270344,0.048409796,0.018364438,0.042660331,0.021805196,0.019451097,0.00639421,0.0153577,0.005012563,0.012335523,0.010110282,0.024967312,0.015375447,0.005210188,0.004617982,0.012286922,0.018827918,0.017422861,0.014251243
434,LBY,Libya,0.004448551,0.006237496,0.007799701,0.009633809,0.012316027,0.014313501,0.015183659,0.017189759,0.03953985,0.035736634,0.03150318,0.032397084,0.033875862,0.026871141,0.045416307,0.039951489,0.037357078,0.034029034,0.031291659,0.028031871,0.013001307,0.012954392,0.013352145,0.028513961,0.032747259,0.03169677,0.031461118,NA,0.001868901,0.001820555,0.001705865,NA,NA,0.001108066,0.001280027,0.001585796,0.00197019,0.002337173,0.002704157,0.003171591,0.004030962,0.004416049,0.004602456,0.005052928,0.005402268,0.005264635,0.005324971,0.005631104,0.00520741,0.005373491,0.005539571,0.005705651,0.00583163,0.00583163,0.00583163,0.006783245,0.003146965
438,LIE,Liechtenstein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,LTU,Lithuania,0.024229732,0.019700223,0.022466867,0.023837783,0.037639258,0.095903298,0.092374445,0.093215756,0.07300042,0.08980201,0.079698741,0.052668059,0.070079676,0.06916252,0.080850206,0.082968412,0.091101712,0.129338108,0.134262955,0.121761333,0.097364458,0.094395058,0.101141119,0.083227457,0.082933524,0.096147214,0.091418204,0.099454173,0.093899527,0.102900924,0.077866944,0.07608484,0.081598764,0.078610334,0.081348281,0.073617716,0.098516139,0.084979371,0.086385351,0.083810328,0.071416772,0.164718869,0.093126223,0.072529771,0.081020922,0.080554338,0.111360977,0.082351882,0.065895602,0.114300554,0.096780546,0.077288905,0.082072739,0.079904288,0.04917856,0.038763956,0.041720207
442,LUX,Luxembourg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,MAC,Macao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,MKD,Macedonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,MDG,Madagascar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000115762,0.00013168,0.000147958,0.000188277,0.000869053,0.001346561,0.007266748,0.007180852,0.007315679,0.007767221,0.008801106,0.009494102,0.010378468,0.004171201,0.004004356,0.004446907,0.010594709,0.01154868,0.01004637,0.009332193,0.009705452,0.009304325,0.00821797,0.004618665,0.005139793,0.005636648,0.006257014,0.007636776,0.006622109,0.006312464,0.008026057,0.009467308,0.008632846,0.008210903,0.012536095,0.010658303,0.011241353,0.011475775,0.010698941,0.009959394,0.011308177,0.011040966,0.011915433,0.011952464,0.010170885,0.008624556,0.008658977
454,MWI,Malawi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,MYS,Malaysia,0.083773732,0.07743912,0.070948653,0.062871743,0.060446688,0.060435089,0.062156472,0.06314796,0.071285393,0.076967247,0.081040806,0.083255822,0.095218615,0.107152029,0.116138417,0.13370836,0.168038964,0.203133667,0.24955364,0.282896589,0.368289554,0.507347637,0.502385374,0.578521305,0.593816436,0.413305008,0.472214634,0.425174696,0.509018771,0.499284922,0.442864352,0.468259383,0.470693202,0.43835698,0.416348138,0.371206409,0.392934219,0.433573358,0.434626449,0.423075518,0.4764642,0.46348403,0.527563383,0.550172529,0.508312615,0.570796975,0.618561589,0.63244875,0.628447036,1.145010273,1.179727106,1.074657213,1.133771279,1.145923441,1.105676541,1.002863459,1.108821178
462,MDV,Maldives,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000127554,0.000146596,0.00016356,0.00020531,0.000137709,0.000802597,0.000909124,0.001134418,0.000868076,0.000924484,0.000914449,0.000994696,0.001687187,0.002212422,0.002176618,0.001595128,NA,NA,NA,NA,NA,2.09E-07,2.09E-07,2.09E-07,2.09E-07,2.09E-07,2.51E-06,2.76E-05,0.000461942,0.000342489,0.000648223,0.000371726,0.000124465,8.52E-05,0.00014702,0.000197975,0.000238071,0.000492014,0.0003333,0.000450247,0.000894648,0.000188787,0.00015955,0.000199646,0.000152032,9.77E-05,8.35E-05
466,MLI,Mali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,MLT,Malta,0.008543547,0.009925767,0.01347325,0.015757994,0.018622316,0.019920205,0.021631517,0.02740408,0.037132707,0.037067732,0.035664229,0.037402132,0.03185741,0.030541986,0.046068801,0.04228892,0.041564781,0.038989113,0.036782906,0.036369441,0.020574489,0.018238377,0.020494129,0.04239442,0.046992555,0.045721663,0.046306228,0.078236602,0.006871341,0.006923498,0.005884053,0.006479678,0.005468676,0.00501364,0.006615413,0.011256688,0.005720052,0.005314309,0.004497902,0.00426046,0.003575442,0.002247182,0.002422128,0.002753987,0.001252074,0.001176456,0.001051512,0.00080164,0.000507373,0.000282401,0.000264434,0.000191134,0.000209625,0.000193976,0.0463897,0.126576129,0.059564374
584,MHL,Marshall Islands,NA,NA,NA,NA,NA,1.27E-06,9.20E-10,1.33E-09,NA,NA,NA,NA,NA,2.68E-06,4.46E-06,NA,NA,NA,NA,NA,6.27E-08,6.27E-08,6.27E-08,6.27E-08,6.27E-08,6.27E-08,6.27E-08,6.27E-08,6.27E-08,1.05E-05,3.81E-05,0.000124675,0.00010235,4.31E-05,6.27E-08,6.34E-08,6.34E-08,6.27E-08,6.27E-08,6.27E-08,6.27E-08,6.27E-08,6.27E-08,7.95E-08,7.15E-08,6.34E-08,5.94E-08,5.58E-08,4.99E-08,4.56E-06,2.11E-06,3.10E-06,4.17E-06,NA,NA,7.88E-09,7.88E-09
474,MTQ,Martinique,0.002099064,0.002099064,0.002099064,0.004198127,0.004198127,0.002099064,0.004198127,0.002099064,0.002099064,0.002099064,0.002099064,0.002099064,NA,7.97E-05,0.000128987,8.11E-05,7.26E-05,0.000120678,0.00011294,0.000134119,0.000245349,0.000260756,0.003338403,0.003212469,0.007126351,0.003770298,0.003394481,0.005711315,0.000188916,0.001007551,0.001091513,0.001028541,0.001196466,0.001112504,0.001133494,0.001007551,0.000881607,0.0006717,2.10E-05,2.10E-05,4.20E-05,8.40E-05,8.40E-05,0.000101522,9.83E-05,9.25E-05,4.96E-05,6.81E-05,6.26E-05,6.26E-05,0.011244519,0.008759652,0.008759652,0.008759652,0.008759652,0.007517219,0.008759652
478,MRT,Mauritania,0.002004638,0.002116299,0.002293142,0.002355911,0.002761961,0.002665394,0.002984534,0.003045192,0.003864194,0.006795257,0.007493859,0.00564865,0.023121886,0.014705621,0.040965858,0.052958242,0.058528957,0.077066408,0.065769662,0.075508027,0.169028974,0.186244342,0.317647149,0.489307227,0.543689507,0.388702953,0.535198798,0.429503798,0.213617043,0.150257948,0.507852605,0.272896695,0.393993031,0.464988749,0.4365105,0.478292791,0.504183905,0.467029681,0.453030419,0.412514399,0.314344877,0.366832783,0.298685811,0.296669667,0.264779525,0.353532004,0.263381993,0.18108199,0.256440172,0.161476347,0.151769679,0.205185467,0.133948736,0.133132456,0.138597762,0.144279629,0.123166109
