code,iso,country,FSOC.1950,FSOC.1951,FSOC.1952,FSOC.1953,FSOC.1954,FSOC.1955,FSOC.1956,FSOC.1957,FSOC.1958,FSOC.1959,FSOC.1960,FSOC.1961,FSOC.1962,FSOC.1963,FSOC.1964,FSOC.1965,FSOC.1966,FSOC.1967,FSOC.1968,FSOC.1969,FSOC.1970,FSOC.1971,FSOC.1972,FSOC.1973,FSOC.1974,FSOC.1975,FSOC.1976,FSOC.1977,FSOC.1978,FSOC.1979,FSOC.1980,FSOC.1981,FSOC.1982,FSOC.1983,FSOC.1984,FSOC.1985,FSOC.1986,FSOC.1987,FSOC.1988,FSOC.1989,FSOC.1990,FSOC.1991,FSOC.1992,FSOC.1993,FSOC.1994,FSOC.1995,FSOC.1996,FSOC.1997,FSOC.1998,FSOC.1999,FSOC.2000,FSOC.2001,FSOC.2002,FSOC.2003,FSOC.2004,FSOC.2005,FSOC.2006,FSOC.2007,FSOC.2008,FSOC.2009,FSOC.2010,FSOC.2011
196,CYP,Cyprus,0,0,0,0,0,0.019230769,0.019230769,0.018181818,0.016393443,0.016129032,0.03030303,0.03030303,0.029411765,0.014705882,0.02739726,0,0.013333333,0.023255814,0.022727273,0.050505051,0.075,0.088607595,0.079545455,0.074074074,0.095238095,0.091954023,0.101851852,0.102803738,0.102803738,0.096153846,0.098039216,0.090909091,0.078431373,0.079207921,0.069306931,0.076190476,0.091743119,0.08411215,0.101694915,0.075630252,0.082644628,0.113821138,0.083333333,0.09929078,0.107142857,0.125,0.142011834,0.148571429,0.147727273,0.151351351,0.153846154,0.150753769,0.165876777,0.201716738,0.194805195,0.173160173,0.146551724,0.151020408,0.162698413,0.156862745,0.163498099,0.158301158
203,CZE,Czech Republic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,COD,Dem. Rep. Congo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,DNK,Denmark,0,0,0,0.028985507,0.028169014,0.015151515,0.028985507,0.04109589,0.029850746,0.042253521,0.048780488,0.025,0.034883721,0.043010753,0.0625,0.063829787,0.067961165,0.079646018,0.0625,0.072072072,0.084745763,0.106060606,0.088709677,0.092307692,0.094202899,0.111842105,0.102040816,0.111111111,0.113924051,0.126506024,0.12962963,0.126506024,0.123529412,0.138121547,0.123529412,0.120689655,0.134078212,0.140540541,0.144329897,0.141361257,0.145728643,0.154228856,0.152284264,0.156398104,0.155660377,0.163636364,0.178723404,0.17768595,0.181069959,0.175097276,0.173584906,0.179775281,0.174242424,0.183098592,0.173758865,0.177777778,0.184818482,0.175097276,0.177606178,0.181818182,0.181818182,0.179389313
262,DJI,Djibouti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,DMA,Dominica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,DOM,Dominican Republic,0,0,0,0,0,0,0.027777778,0.026315789,0,0,0.026315789,0.025641026,0.024390244,0.020408163,0,0.01754386,0.033333333,0.055555556,0.075,0.064102564,0.068181818,0.06741573,0.043956044,0.060606061,0.060606061,0.053191489,0.022988506,0.12037037,0.136752137,0.125,0.122807018,0.125,0.124031008,0.112,0.130769231,0.135338346,0.133333333,0.149659864,0.146666667,0.140939597,0.14379085,0.155844156,0.150943396,0.176470588,0.144578313,0.15060241,0.18134715,0.174358974,0.195238095,0.182242991,0.173076923,0.172897196,0.131147541,0.13559322,0.156097561,0.168949772,0.136363636,0.144278607,0.147783251,0.147783251,0.154589372,0.158653846
218,ECU,Ecuador,0,0.008823859,0.008823859,0.007116015,0.007353216,0.00689364,0.006684742,0.006684742,0.006684742,0.006488132,0.006302757,0.005252297,0.005013556,0.004795575,0.005013556,0.004795575,0.05074941,0.050977416,0.05074941,0.048430347,0.079384561,0.041364956,0.073201289,0.071953356,0.073323601,0.075522221,0.067759158,0.064388206,0.071308762,0.071656932,0.07405472,0.090258416,0.096771759,0.101575689,0.04162312,0.072343746,0.0926721,0.122047714,0.109110236,0.110468701,0.106907566,0.099880718,0.089443077,0.080675628,0.085233449,0.065093662,0.147654316,0.144289588,0.139385409,0.117356288,0.133269508,0.134652863,0.142083922,0.140520711,0.147958316,0.140571906,0.14382568,0.14009154,0.135825049,0.135266311,0.145704945,0.143851973
818,EGY,Egypt,0,0,0,0,0,0,0,0,0,0.013888889,0.028571429,0.01369863,0.025,0.034482759,0.032258065,0.01980198,0.028846154,0.037735849,0.02970297,0.019607843,0.063291139,0.073170732,0.058139535,0.082474227,0.074468085,0.072164948,0.075471698,0.071428571,0.097560976,0.108527132,0.111940299,0.125874126,0.148148148,0.143884892,0.146341463,0.132450331,0.131034483,0.122699387,0.136094675,0.121212121,0.125714286,0.13372093,0.140449438,0.137142857,0.124223602,0.139534884,0.122905028,0.132596685,0.144278607,0.131979695,0.126829268,0.133333333,0.147058824,0.163865546,0.164556962,0.155102041,0.180212014,0.2,0.193220339,0.198051948,0.190789474,0.189542484
222,SLV,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0.034482759,0.022727273,0.02173913,0.0625,0.06,0.051724138,0.055555556,0.0625,0.0625,0.060606061,0.068493151,0.082191781,0.208333333,0.2,0.208955224,0.196969697,0.1875,0.202898551,0.191176471,0.191176471,0.191176471,0.180555556,0.169014085,0.171052632,0.168674699,0.164556962,0.164556962,0.164383562,0.172839506,0.168674699,0.166666667,0.156626506,0.156626506,0.16091954,0.151162791,0.147727273,0.152173913,0.147368421,0.147368421,0.157894737,0.157894737
226,GNQ,Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018867925,0,0,0.016949153,0.016393443,0.014925373,0.027027027,0.060606061,0.055555556,0.055555556,0.03030303,0.042857143,0.076923077,0.078651685,0.073684211,0.08,0.092592593,0.080357143,0.087378641,0.092436975,0.11023622,0.175675676,0.182432432,0.16,0.168918919,0.165562914,0.157534247,0.148648649,0.152941176,0.142857143,0.14,0.129251701,0.142857143,0.141104294,0.165745856,0.164772727,0.157303371,0.175531915,0.157068063,0.164179104,0.162561576,0.169082126,0.164179104,0.164319249,0.165853659,0.165048544,0.158415842,0.155,0.165853659
232,ERI,Eritrea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,EST,Estonia,0,0,0.047619048,0.052631579,0,0.055555556,0,0.05,0,0.055555556,0.045454545,0.047619048,0.038461538,0.086956522,0.096774194,0.088235294,0.1,0.1,0.111111111,0.102564103,0.097560976,0.1,0.075,0.081081081,0.093023256,0.113207547,0.125,0.148148148,0.145833333,0.15,0.137254902,0.137254902,0.145454545,0.171875,0.15,0.161764706,0.171875,0.166666667,0.171428571,0.149253731,0.151515152,0.169014085,0.173333333,0.155844156,0.164383562,0.151515152,0.171875,0.15942029,0.174603175,0.175675676,0.161290323,0.166666667,0.176470588,0.185714286,0.171875,0.180327869,0.189655172,0.205882353,0.205882353,0.205882353,0.205882353,0.222222222
231,ETH,Ethiopia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,FRO,Faeroe Islands,0,0,0.045454545,0,0.019230769,0.068965517,0.056603774,0.1,0.034482759,0.109589041,0.057142857,0.12,0.126582278,0.142857143,0.134146341,0.13253012,0.137931034,0.133333333,0.147368421,0.147368421,0.169811321,0.160714286,0.162393162,0.137931034,0.144144144,0.157024793,0.142857143,0.165289256,0.185185185,0.18115942,0.174825175,0.182432432,0.184931507,0.179856115,0.169014085,0.183098592,0.173333333,0.169934641,0.167832168,0.171232877,0.173333333,0.171232877,0.151724138,0.164556962,0.156862745,0.15625,0.171597633,0.173652695,0.176136364,0.158536585,0.17989418,0.138728324,0.160621762,0.155080214,0.147959184,0.143617021,0.146596859,0.142857143,0.146892655,0.150837989,0.143678161,0.148351648
238,FLK,Falkland Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,FJI,Fiji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.024390244,0.024390244,0.024390244,0.022222222,0.041666667,0.03125,0.030769231,0.029411765,0.015384615,0.014925373,0.015151515,0.015151515,0.029850746,0.029411765,0.027027027,0.069767442,0.084210526,0.063157895,0.052083333,0.070707071,0.068627451,0.077669903,0.08411215,0.108333333,0.1171875,0.103174603,0.119047619,0.137681159,0.121428571,0.125874126,0.128378378,0.136986301,0.126666667,0.141104294,0.1125,0.118012422,0.102739726,0.137724551,0.15,0.155913978,0.157894737,0.151832461,0.168539326,0.184782609,0.183783784,0.182795699,0.181818182
246,FIN,Finland,0,0,0,0,0,0.052631579,0.05,0.083333333,0.05,0.055555556,0.043478261,0.041666667,0.038461538,0.111111111,0.071428571,0.108108108,0.11627907,0.102564103,0.113636364,0.108108108,0.1,0.097560976,0.075,0.095238095,0.102040816,0.105263158,0.102040816,0.134615385,0.12244898,0.142857143,0.145454545,0.15,0.140350877,0.161290323,0.155172414,0.151515152,0.166666667,0.158730159,0.151515152,0.16,0.16,0.149253731,0.166666667,0.158536585,0.155844156,0.150684932,0.166666667,0.164383562,0.161290323,0.152777778,0.142857143,0.138461538,0.144927536,0.169014085,0.14516129,0.15,0.15,0.176470588,0.176470588,0.176470588,0.176470588,0.194444444
250,FRA,France,0,0.016710072,0.036058577,0.047249169,0.068585739,0.070415181,0.066639038,0.07300113,0.081754662,0.080010136,0.098724259,0.093161049,0.097705342,0.105154507,0.099145254,0.107880381,0.114399098,0.134599225,0.126760109,0.133155263,0.13699984,0.137799904,0.133448362,0.138468368,0.141531992,0.160494737,0.151867941,0.172738576,0.174744314,0.175375122,0.177438966,0.17719803,0.179284848,0.184434136,0.17745872,0.184399543,0.177098085,0.18581609,0.175062636,0.18763235,0.187595169,0.182400119,0.184434947,0.180650032,0.181018091,0.174799337,0.190969901,0.177611122,0.184133929,0.184480411,0.182849724,0.186936992,0.189450967,0.187090752,0.186468788,0.198236934,0.199940052,0.20457925,0.205390338,0.200811259,0.201272118,0.212542446
254,GUF,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315789,0.025,0.023809524,0.024390244,0.046511628,0.035714286,0.034482759,0.032258065,0.057142857,0.070422535,0.042857143,0.08974359,0.106666667,0.114754098,0.101694915,0.142857143,0.131578947,0.133333333,0.121621622,0.1,0.103896104,0.126582278,0.141176471,0.160493827,0.151898734,0.151898734,0.142857143,0.142857143,0.134146341,0.164705882,0.158878505,0.175438596,0.163636364,0.160714286,0.159292035,0.162601626,0.154471545,0.155737705,0.159663866,0.15,0.136752137,0.155737705,0.187969925,0.181818182,0.173228346,0.170542636,0.190140845
258,PYF,French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0.033333333,0.034482759,0.027777778,0.05,0.022727273,0.075471698,0.086206897,0.121212121,0.104477612,0.114285714,0.1875,0.191011236,0.197674419,0.191011236,0.191011236,0.193181818,0.188235294,0.186046512,0.176470588,0.180722892,0.176470588,0.172839506,0.158536585,0.170731707,0.181818182,0.177777778,0.179775281,0.182795699,0.177083333,0.164835165,0.178947368,0.183486239,0.166666667,0.159574468,0.150537634,0.178217822,0.184466019,0.19047619,0.189189189,0.1875,0.181818182,0.185840708,0.179245283,0.18018018
266,GAB,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0.037735849,0.016666667,0.03125,0.030769231,0.028985507,0.037974684,0.084507042,0.085714286,0.081081081,0.056338028,0.053333333,0.057471264,0.076923077,0.085470085,0.054545455,0.080645161,0.086956522,0.1,0.109589041,0.102941176,0.15625,0.135714286,0.142857143,0.137931034,0.150326797,0.126666667,0.128378378,0.109489051,0.107142857,0.115107914,0.134228188,0.119205298,0.100671141,0.118881119,0.13836478,0.134146341,0.139240506,0.135802469,0.10625,0.119565217,0.102857143,0.116022099,0.117021277,0.148717949,0.158415842,0.147959184,0.146464646,0.147208122
270,GMB,Gambia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,GEO,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,DEU,Germany,0,0,0.046153846,0.061538462,0.046153846,0.059701493,0.060606061,0.059701493,0.083333333,0.085714286,0.098765432,0.077922078,0.097826087,0.08045977,0.081395349,0.090909091,0.099009901,0.107843137,0.103773585,0.098039216,0.104761905,0.133333333,0.12605042,0.112903226,0.112781955,0.133333333,0.142857143,0.153284672,0.145038168,0.154929577,0.160839161,0.153846154,0.146153846,0.144927536,0.139705882,0.13740458,0.144927536,0.143884892,0.156462585,0.149659864,0.15483871,0.157534247,0.161290323,0.16374269,0.157575758,0.166666667,0.1875,0.181818182,0.169491525,0.164835165,0.168478261,0.168478261,0.165745856,0.174358974,0.174358974,0.178947368,0.185714286,0.189189189,0.186813187,0.190217391,0.183333333,0.183333333
288,GHA,Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016949153,0.03125,0.015151515,0.028571429,0.071428571,0.058139535,0.045977011,0.094736842,0.125,0.12244898,0.12745098,0.117647059,0.115702479,0.1328125,0.117117117,0.128,0.142857143,0.146153846,0.142857143,0.141666667,0.127819549,0.127659574,0.133802817,0.139072848,0.14379085,0.14375,0.142857143,0.142076503,0.153005464,0.154255319,0.161616162,0.170984456,0.161458333,0.157894737,0.165,0.165,0.16,0.165876777,0.144927536,0.141304348,0.137755102,0.121693122,0.123076923,0.123853211,0.144859813,0.144186047,0.148648649,0.14479638,0.151111111
292,GIB,Gibraltar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,GRC,Greece,0,0,0,0,0,0,0,0,0.010638298,0.020618557,0.02970297,0.02020202,0.036697248,0.035087719,0.043859649,0.05,0.051282051,0.044444444,0.055944056,0.0625,0.076923077,0.076923077,0.08496732,0.076923077,0.071428571,0.070422535,0.083333333,0.066225166,0.072368421,0.066225166,0.065789474,0.072847682,0.070512821,0.0625,0.055900621,0.057471264,0.053254438,0.048484848,0.034285714,0.04494382,0.055248619,0.056410256,0.065,0.063414634,0.064220183,0.081896552,0.082608696,0.106557377,0.110204082,0.130769231,0.135338346,0.150877193,0.146428571,0.147601476,0.175675676,0.15862069,0.102389078,0.145061728,0.158823529,0.145833333,0.149425287,0.157024793
304,GRL,Greenland,0,0,0,0,0,0.019230769,0.02,0.037037037,0.035087719,0.037037037,0.049180328,0.097222222,0.060606061,0.117647059,0.12987013,0.144736842,0.131578947,0.142857143,0.141176471,0.1375,0.141025641,0.12,0.157894737,0.144444444,0.125,0.123595506,0.147058824,0.16,0.155963303,0.131313131,0.176470588,0.171171171,0.175438596,0.177966102,0.1875,0.185185185,0.176470588,0.182539683,0.184615385,0.190839695,0.184615385,0.186567164,0.181818182,0.177777778,0.148148148,0.142857143,0.139393939,0.159763314,0.171428571,0.151515152,0.153846154,0.157303371,0.167539267,0.165714286,0.171875,0.17032967,0.159793814,0.169312169,0.167539267,0.161111111,0.163043478,0.155913978
308,GRD,Grenada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,GLP,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0.066666667,0.064516129,0.0625,0.054054054,0.055555556,0.047619048,0.065217391,0.06122449,0.065217391,0.06122449,0.074074074,0.116666667,0.114754098,0.149253731,0.101694915,0.111111111,0.123076923,0.173333333,0.184210526,0.181818182,0.181818182,0.181818182,0.181818182,0.173333333,0.184210526,0.173333333,0.175,0.168831169,0.170731707,0.176470588,0.176470588,0.176470588,0.170731707,0.170731707,0.160493827,0.153846154,0.148148148,0.156626506,0.148148148,0.156626506,0.166666667,0.166666667,0.158536585,0.158536585,0.158536585
316,GUM,Guam,0,0,0,0,0,0,0,0,0.045454545,0.045454545,0.043478261,0.043478261,0.043478261,0.043478261,0.041666667,0.041666667,0.038461538,0.071428571,0.068965517,0.096774194,0.090909091,0.090909091,0.088235294,0.088235294,0.081081081,0.081081081,0.085714286,0.111111111,0.131578947,0.131578947,0.111111111,0.131578947,0.146341463,0.146341463,0.170212766,0.153846154,0.153846154,0.119047619,0.15,0.14893617,0.150943396,0.153846154,0.156862745,0.162790698,0.142857143,0.153846154,0.150943396,0.142857143,0.166666667,0.133333333,0.111111111,0.14,0.137254902,0.107142857,0.107142857,0.103448276,0.088235294,0.135135135,0.131578947,0.15,0.15,0.15
320,GTM,Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037735849,0.020833333,0,0.016666667,0.040540541,0.04,0.074074074,0.05,0.114942529,0.105882353,0.097826087,0.088888889,0.101010101,0.076923077,0.102803738,0.140350877,0.126126126,0.125,0.112149533,0.104761905,0.12037037,0.110091743,0.098214286,0.104347826,0.181818182,0.1796875,0.172932331,0.177777778,0.160305344,0.165413534,0.158730159,0.1484375,0.130081301,0.164285714,0.156028369,0.164285714,0.171232877,0.175675676,0.178807947,0.163120567,0.156028369,0.154929577,0.148148148,0.157142857
324,GIN,Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379,0,0,0,0,0,0.015873016,0.028169014,0.037974684,0.073170732,0.058139535,0.078431373,0.116666667,0.097560976,0.090277778,0.121621622,0.140243902,0.162921348,0.158163265,0.165,0.166666667,0.160194175,0.181818182,0.175115207,0.168888889,0.168224299,0.169491525,0.158536585,0.155737705,0.141666667,0.135802469,0.158102767,0.143426295,0.152941176,0.154440154,0.167464115,0.171171171,0.172995781,0.182795699,0.175324675,0.172955975,0.175548589,0.172523962,0.181818182,0.17704918,0.17704918,0.17704918,0.177631579
624,GNB,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028985507,0.038461538,0.045454545,0.047619048,0.06,0.066037736,0.104,0.080645161,0.087837838,0.128378378,0.119047619,0.136904762,0.137362637,0.12716763,0.14516129,0.12568306,0.149758454,0.147058824,0.149321267,0.138613861,0.141509434,0.139130435,0.134529148,0.110619469,0.116883117,0.141700405,0.137795276,0.143396226,0.141304348,0.192528736,0.198847262,0.183431953,0.189333333,0.18766756,0.18622449,0.191919192,0.185185185,0.194070081,0.183561644,0.176966292,0.177595628,0.164772727
328,GUY,Guyana,0,0,0,0,0,0,0.033333333,0.03125,0,0,0.03030303,0.029411765,0.027027027,0.022727273,0,0.021276596,0.076923077,0.084745763,0.09375,0.092307692,0.101449275,0.076923077,0.058823529,0.083333333,0.083333333,0.070422535,0.070422535,0.12195122,0.125,0.126582278,0.157303371,0.164948454,0.155555556,0.157303371,0.163043478,0.139534884,0.152173913,0.14893617,0.163265306,0.163265306,0.155339806,0.132653061,0.153846154,0.12371134,0.12244898,0.113402062,0.134615385,0.142857143,0.14159292,0.163934426,0.17037037,0.15503876,0.167832168,0.12,0.114754098,0.113821138,0.12,0.192771084,0.198830409,0.191616766,0.191616766,0.197674419
332,HTI,Haiti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,VAT,Holy See,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,HND,Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029411765,0.097560976,0.115384615,0.117647059,0.115384615,0.078947368,0.076923077,0.065217391,0.090909091,0.090909091,0.082474227,0.070707071,0.072727273,0.083333333,0.082706767,0.176100629,0.167701863,0.171974522,0.179487179,0.165562914,0.182389937,0.169811321,0.17721519,0.173913043,0.16875,0.16875,0.165644172,0.196721311,0.189189189,0.191304348,0.188034188,0.193277311,0.186915888,0.191304348,0.192,0.198473282,0.201492537,0.180451128,0.192857143,0.191176471,0.184615385,0.189781022,0.19047619,0.186666667,0.186666667,0.181818182,0.189189189
344,HKG,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,HUN,Hungary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,ISL,Iceland,0,0,0.04,0.035087719,0.036363636,0.040816327,0.080645161,0.084745763,0.057142857,0.074626866,0.055555556,0.085714286,0.071428571,0.058823529,0.095890411,0.075,0.150537634,0.163461538,0.137254902,0.145631068,0.136363636,0.128440367,0.146551724,0.150442478,0.155963303,0.163793103,0.14516129,0.158333333,0.154471545,0.161016949,0.155737705,0.148760331,0.145299145,0.150793651,0.143939394,0.159722222,0.151079137,0.138461538,0.14084507,0.142857143,0.138686131,0.134328358,0.130769231,0.131386861,0.166666667,0.16025641,0.151315789,0.149350649,0.153374233,0.147239264,0.164021164,0.158163265,0.169398907,0.174603175,0.173684211,0.17679558,0.184210526,0.191256831,0.186813187,0.180232558,0.179640719,0.18079096
356,IND,India,0,0,0,0,0,0.00364731,0.003601718,0.007114505,0.007114505,0.006943071,0.006403055,0.006474999,0.006332691,0.006196504,0.006002864,0.005649754,0.031427015,0.008003818,0.024103127,0.024435815,0.009767371,0.036533512,0.036319642,0.033428961,0.032962533,0.035144216,0.030952254,0.043674835,0.042703084,0.057119372,0.060845678,0.061726472,0.047158951,0.045039113,0.038079499,0.051782385,0.054037125,0.0538014,0.055525378,0.052065498,0.049802885,0.033109996,0.039067865,0.037335117,0.045170598,0.034567043,0.03568395,0.036702049,0.055563079,0.122655163,0.132375479,0.154103636,0.147425539,0.153839471,0.151528457,0.164067101,0.155784317,0.160555322,0.161468627,0.145637707,0.142099808,0.145718338
360,IDN,Indonesia,0,0,0,0,0,0,0,0,0.00607163,0.0060103,0.005950197,0.011333708,0.005833527,0.005560931,0.01490925,0.019531959,0.019245396,0.019041778,0.018912482,0.018648968,0.024510584,0.019850992,0.019850992,0.022767196,0.019753641,0.031134194,0.026790984,0.020941282,0.033551148,0.029607342,0.03049616,0.035748568,0.042862096,0.061304093,0.057533045,0.061780213,0.065332566,0.057215229,0.060675298,0.053783952,0.060311329,0.054723951,0.05820186,0.058011252,0.056227015,0.059220666,0.044021904,0.045991277,0.052712701,0.115417565,0.11682731,0.119090141,0.113862285,0.103874408,0.104848524,0.109319061,0.118315387,0.144965755,0.141965453,0.147205896,0.141440619,0.148039815
364,IRN,Iran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0.028985507,0.04109589,0.039473684,0.038461538,0.038461538,0.037037037,0.045977011,0.033333333,0.033333333,0.052631579,0.050505051,0.046728972,0.054054054,0.082644628,0.094488189,0.082089552,0.0703125,0.079470199,0.083333333,0.08974359,0.088050314,0.076923077,0.080536913,0.085526316,0.104294479,0.097142857,0.103448276,0.070422535,0.094827586,0.087336245,0.105263158,0.115942029,0.133105802,0.120401338,0.123745819,0.124203822,0.130841121,0.191135734,0.182072829,0.181564246,0.1747851,0.167630058
368,IRQ,Iraq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
