"code","iso","country","CO2KWH.1990","CO2KWH.1991","CO2KWH.1992","CO2KWH.1993","CO2KWH.1994","CO2KWH.1995","CO2KWH.1996","CO2KWH.1997","CO2KWH.1998","CO2KWH.1999","CO2KWH.2000","CO2KWH.2001","CO2KWH.2002","CO2KWH.2003","CO2KWH.2004","CO2KWH.2005","CO2KWH.2006","CO2KWH.2007","CO2KWH.2008","CO2KWH.2009","CO2KWH.2010"
414,"KWT","Kuwait",887.445887445887,427.643784786642,610.420367081113,576.313181367691,624.561403508772,577.993254637437,565.934065934066,569.98502994012,640.426951300867,728.942368587714,780.631188118812,851.603498542274,849.009900990099,721.356783919598,726.611730489578,799.22250171507,785.969334173493,782.153846153846,777.971014492754,869.597895527997,842.012975626863
417,"KGZ","Kyrgyzstan",189.638318670577,190.382728164868,156.851311953353,106.758832565284,76.6550522648084,122.603137710633,125.198098256735,134.948096885813,120.02743484225,101.694915254237,104.644954618259,101.390498261877,105.781865965834,94.017094017094,89.3246187363834,81.7984832069339,79.3733681462141,86.2723819858926,96.7078189300412,100.502512562814,95.7910014513788
418,"LAO","Laos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,"LVA","Latvia",179.165450831631,174.706246134818,191.206131504639,201.461377870564,208.595988538682,197.736748064324,212.700369913687,187.100522951772,178.994918125353,195.621468926554,182.448036951501,177.242888402626,177.186311787072,170.805116629044,155.288822205551,152.654867256637,157.85498489426,153.846153846154,153.053132434576,145.962732919255,155.586017820425
422,"LBN","Lebanon",1833.33333333333,1026.66666666667,671.087533156499,705.357142857143,673.745173745174,678.030303030303,706.896551724138,688.967136150235,638.671875,661.706349206349,589.139344262295,601.769911504425,593.856655290102,547.750591949487,460.737179487179,451.327433628319,555.555555555556,506.213753106877,560.62874251497,554.103122730574,492.679821769573
426,"LSO","Lesotho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,"LBR","Liberia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,"LBY","Libya",778.761061946903,757.17017208413,736.059479553903,725.749559082892,877.673224978614,1131.46362839614,1070.30603804797,1061.01426307448,1069.47524020695,1055.51700208189,1021.93548387097,996.275605214153,970.336565887051,978.352692713833,888.613861386139,906.362007168459,878.699458107545,845.854418061503,885.245901639344,871.508379888268,885.479278709269
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",194.021931376017,200.542005420054,170.139740132385,169.230769230769,200.823892893924,163.551401869159,164.828951088493,159.888233467867,169.208211143695,172.574292875045,154.567699836868,143.218806509946,120.882635113527,111.480362537764,110.393603936039,131.895332390382,133.834586466165,113.158864725396,108.820160366552,103.63440086362,191.913746630728
442,"LUX","Luxembourg",80.6451612903226,71.4285714285714,75.7575757575758,74.6268656716418,86.2068965517241,81.6326530612245,90.9090909090909,121.951219512195,216.216216216216,277.777777777778,235.294117647059,278.350515463918,332.203389830508,328.859060402685,325.966850828729,322.222222222222,321.899736147757,325.581395348837,313.333333333333,323.615160349854,370.786516853933
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","Macedonia",728.045325779037,764.367816091954,732.782369146006,689.973614775726,711.664482306684,725.260416666667,672.749391727494,612.51504211793,686.615886833515,625.692137320044,630.925507900677,735.688185140073,678.030303030303,666.666666666667,663.855421686747,662.804171494786,667.054714784633,733.082706766917,755.154639175258,684.019370460048,592.592592592593
450,"MDG","Madagascar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,"MWI","Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,"MYS","Malaysia",677.237185056473,685.122410546139,627.557980900409,591.53713298791,547.058823529412,542.454905411351,541.812524309607,480.131306150656,495.799703508483,461.59742449793,471.335740072202,506.471581316826,564.040404040404,519.943927615649,541.565386485173,593.927664207088,563.954135589447,583.36751435603,629.038854805726,563.466162830642,699.896240721526
462,"MDV","Maldives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,"MLI","Mali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"MLT","Malta",1590.90909090909,1112.67605633803,1020.13422818792,1386.66666666667,1162.33766233766,957.055214723926,969.879518072289,934.91124260355,930.232558139535,908.108108108108,817.708333333333,1010.30927835052,936.585365853659,946.428571428571,909.90990990991,1035.71428571429,955.752212389381,1008.69565217391,848.484848484848,847.926267281106,872.037914691943
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,"MTQ","Martinique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,"MUS","Mauritius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,"MYT","Mayotte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,"MEX","Mexico",549.292127071823,509.450105001167,483.215414722264,489.643989091177,539.930673554,488.07881773399,488.253067768391,509.723763359224,530.841018278204,506.869505711428,518.023312763248,523.384775119166,519.640541041319,522.481635708604,440.465955983494,458.001804609958,432.464929859719,431.137026239067,383.334606278164,408.397823921539,407.388271764402
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,"MDA","Moldova",670.640834575261,660.337552742616,701.19305856833,609.924623115578,578.112609040444,513.725490196078,501.96463654224,495.060373216246,470.588235294118,484.396200814111,590.825688073395,581.35593220339,544.921875,563.088512241055,339.310344827586,341.176470588235,323.67758186398,344.327176781003,337.142857142857,365.17719568567,350.724637681159
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",468.637346791637,637.509850275808,641.109298531811,710.843373493976,617.64705882353,609.802073515551,570.29702970297,528.893241919686,596.116504854369,559.479553903346,586.739327883742,585.116279069767,613.799283154122,553.431798436142,525.806451612903,532.96266878475,523.474178403756,562.402496099844,539.104024297646,535.353535353535,570.021111893033
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.557275541796,388.379204892966,352.517985611511,457.317073170732,273.972602739726,405.275779376499
500,"MSR","Montserrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,"MAR","Morocco",673.935617860851,698.154180238871,710.905349794239,780.020181634712,729.72972972973,808.105872622002,671.451355661882,643.855776306107,736.314572089437,749.612403100775,790.0466562986,772.093023255814,771.624144368388,736.962750716332,760.799136069115,776.996484178805,765.051395007342,745.49000487567,743.515850144092,657.931679925129,681.757059614523
508,"MOZ","Mozambique",244.444444444444,255.31914893617,214.285714285714,153.846153846154,75,73.1707317073171,62.5,30,2.91545189504373,2.59403372243839,5.15463917525773,4.20521446593776,3.147128245476,2.74977085242896,3.41588385994876,1.50489089541008,1.35685210312076,0.621890547263682,0.660938532716457,0.589622641509434,0.599880023995201
104,"MMR","Myanmar",508.064516129032,477.611940298507,440,455.621301775148,484.679665738162,508.641975308642,576.142131979695,523.595505617978,601.449275362319,573.275862068966,457.03125,405.117270788913,429.980276134122,485.239852398524,436.720142602496,395.348837209302,373.376623376623,356.25,308.157099697885,199.712643678161,262.599469496021
516,"NAM","Namibia",NA,43.1654676258993,25.6410256410256,179.48717948718,264.367816091954,34.1880341880342,44.9438202247191,62.5,49.0196078431373,33.0578512396694,7.5187969924812,7.19424460431655,0,12.7388535031847,0,31.4465408805031,93.9597315436242,100.591715976331,423.809523809524,235.632183908046,194.630872483221
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",0,32.258064516129,44.9438202247191,53.763440860215,69.3069306930693,25,24.5901639344262,68.3760683760684,72,33.7837837837838,12.0481927710843,5.3475935828877,0,0,4.13223140495868,7.90513833992095,3.63636363636364,3.584229390681,3.55871886120996,3.2051282051282,0
528,"NLD","Netherlands",495.401996847084,481.672754755007,468.2920970454,475.831538645609,456.799319004043,408.836284784966,387.066857769159,371.280724450194,359.520740122848,358.090390251427,342.426525998493,357.722982366284,346.379238174969,349.638688160089,341.104213446044,330.647345612134,336.625036305547,343.708747307719,326.953419770872,318.405028481634,319.17971944392
530,"ANT","Netherlands Antilles",354.430379746835,350,352.941176470588,351.648351648352,350.515463917526,346.534653465347,352.941176470588,355.769230769231,351.351351351351,351.351351351351,348.214285714286,345.454545454545,347.826086956522,355.932203389831,347.107438016529,352,352.459016393443,349.206349206349,346.774193548387,346.153846153846,348.837209302326
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",102.1094466524,110.551274451689,143.971205758848,113.479262672811,89.5184135977337,79.7041906327034,102.925243770314,151.264980026631,111.403047819233,140.057486281683,127.991937515747,165.372087196191,141.438604989101,170.130497825036,156.14849187935,199.954033555504,192.700068011789,161.341491049173,181.735985533454,135.295459730778,115.095174856131
558,"NIC","Nicaragua",328.767123287671,350.993377483444,420.731707317073,373.563218390805,428.571428571429,462.365591397849,467.336683417085,495.098039215686,599.118942731278,562.21198156682,582.978723404255,591.269841269841,557.251908396947,534.296028880866,527.397260273973,472.131147540984,511.182108626198,523.364485981308,470.238095238095,495.652173913043,450.819672131148
562,"NER","Niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"NGA","Nigeria",420.505200594354,352.858151023289,363.452461227242,392.143349414197,317.45009658725,371.374527112232,378.07881773399,366.625310173697,329.583057577763,331.261653200746,338.085539714868,326.002587322122,358.402971216342,329.534192269574,361.763494025546,359.388275276126,385.11466897447,385.117493472585,385.599242065372,415.571284125379,405.053598774885
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,"NFK","Norfolk Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",565.703971119134,552.091254752852,542.914979757085,504.977375565611,507.792207792208,481.304347826087,520.657276995305,558.031088082902,499.411764705882,552.150537634409,583.505154639175,582.673267326733,567.745197168857,541.904761904762,528.447883477469,522.042776080314,532.976827094474,468.866171003717,481.258078414477,498.814604077762,465.159206275958
580,"MNP","Northern Mariana Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,"NOR","Norway",3.40328984685196,4.08779880920643,3.52733686067019,3.77730333388077,4.3694835270471,4.01929260450161,5.51556511171356,4.96630010642072,4.96883948121947,5.28803781748257,3.52234270322536,4.91143317230274,4.50619601952685,7.09606986899563,5.81651537851414,4.68816593266089,5.68409254663358,5.42314828029114,5.29682878172938,5.98183295177609,8.79901204075332
512,"OMN","Oman",762.222222222222,773.218142548596,855.18590998043,849.056603773585,850,830.769230769231,785.294117647059,756.830601092896,751.219512195122,809.75029726516,795.82875960483,816.221765913758,829.622458857696,853.408029878618,884.347826086957,861.660079051383,884.875846501129,873.676781933663,852.811118130133,842.873176206509,793.64278506559
586,"PAK","Pakistan",407.751526413592,413.826679649464,392.132759680393,384.00789733465,390.963405526512,404.669943820225,442.584136648064,453.024453024453,411.126394620205,467.467315293402,479.377660355203,462.653596576004,442.668428005284,370.778176419646,396.616102683781,378.343813279335,412.099644128114,432.438081304212,450.944013969224,457.337526205451,424.139756484913
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,"PAN","Panama",154.135338345865,254.480286738351,344.827586206897,266.666666666667,267.857142857143,289.772727272727,209.424083769634,264.197530864198,429.594272076372,209.606986899563,218.81390593047,398.4375,268.431001890359,354.838709677419,263.888888888889,252.144082332762,285.475792988314,312.404287901991,271.186440677966,300,297.730307076101
598,"PNG","Papua New Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,"PRY","Paraguay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,"PER","Peru",58.6531498913831,44.1988950276243,82.3170731707317,51.3166779203241,49.1493383742911,79.3060718711276,73.5379270411118,133.704735376045,134.087237479806,116.596638655462,106.479156202913,78.4408084696824,104.640582347589,113.874345549738,174.845360824742,170.588235294118,160.453216374269,178.416304710992,218.933086648165,230.488915882174,262.190025076623
608,"PHL","Philippines",340.676034941132,405.847953216374,427.908774642443,419.112114371708,437.151296357073,463.211200476616,477.266539613395,500.502512562814,508.658008658009,454.501568911417,492.603223669684,477.78958554729,446.461728904477,448.621080468455,447.998570407434,491.426551175535,429.552659387108,443.21422580104,483.558040118382,475.129198966408,481.027609626458
612,"PCN","Pitcairn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,"POL","Poland",466.23510372223,468.159676844481,475.723317449936,515.961892027411,526.5442519034,613.909345095105,613.843488739926,618.857076259663,620.78223932035,622.820723684211,631.218199402885,617.187816847143,613.818090954523,607.475524198343,614.125407231629,611.92,613.954762463802,622.756423183963,632.969034608379,618.078620979609,600.498733375554
620,"PRT","Portugal",495.81589958159,499.168606584636,594.405594405594,511.302133078637,481.574803149606,522.63251935676,387.492861222159,406.071019473081,419.322459222083,484.979517523896,425.328288448698,396.045785639958,463.526469362234,362.36012207528,399.623588456713,447.6,365.318580694391,324.675324675325,323.906408952187,309.417871709307,189.084802686818
630,"PRI","Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,"QAT","Qatar",248.96265560166,262.931034482759,332.038834951456,396.739130434783,467.353951890034,448.160535117057,335.866261398176,294.032023289665,236.453201970443,196.969696969697,170.865279299014,208.040201005025,254.113345521024,240.632805995004,181.40589569161,183.333333333333,183.255269320843,168.036998972251,137.835337650324,137.903225806452,137.882018479033
638,"REU","Reunion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,"ROU","Romania",493.713697522241,559.550163818294,289.310451772976,274.453073448048,396.354323591443,397.078926541478,407.239819004525,357.90323764775,316.221926598325,329.927667269439,361.097874773659,370.88194120392,374.032586558045,430.544105523495,393.115172120697,391.441821247892,406.269333883275,418.498862774829,403.744754116001,386.925168459629,343.774917416562
643,"RUS","Russia",226.171327061704,231.190351280162,229.11157715571,188.66708875941,183.765267426333,179.678995836442,201.761896677714,197.06933332312,190.531177829099,190.176888196063,190.313511576071,188.810090806794,189.145347735456,194.389950223749,191.234686028405,195.445651566256,196.897808249729,196.635078407011,206.332947193158,196.5163054091,182.167765004876
646,"RWA","Rwanda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,"SHN","Saint Helena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,"SPM","Saint Pierre and Miquelon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,"VCT","Saint Vincent and the Grenadines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,"WSM","Samoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,"SAU","Saudi Arabia",575.494870683427,575.733009052831,586.202701058523,608.194200351494,600.617546848382,608.993357179356,619.62219365048,629.28870292887,646.833013435701,643.505293228029,644.66281004834,624.149023715119,597.220262452378,591.764705882353,619.589692269202,608.903020667727,618.530562751474,606.276897239425,622.722820763957,640.455131748664,588.703294872329
686,"SEN","Senegal",882.978723404255,835.051546391753,866.666666666667,894.230769230769,925.233644859813,876.106194690266,858.333333333333,875.968992248062,881.481481481481,907.142857142857,694.300518134715,716.89497716895,572,453.488372093023,498.181818181818,535.353535353535,654.761904761905,530.465949820789,492.063492063492,566.666666666667,552.715654952077
688,"SRB","Serbia",821.605960264901,766.230936819172,799.952426260704,814.805057955743,750.796178343949,899.874213836478,859.328726554788,876.85873605948,863.909426987061,730.287206266319,806.559057135537,763.967511690869,794.965786901271,825.096899224806,780.617915092243,596.442134719169,643.939393939394,597.279472382523,645.931984502798,637.267343485618,581.044806937848
690,"SYC","Seychelles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,"SLE","Sierra Leone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,"SGP","Singapore",898.790579248886,812.056737588652,852.857951329938,1014.76793248945,975.059952038369,933.453237410072,888.796680497925,779.182156133829,731.501057082452,755.420054200542,761.844598862918,724.085826533696,663.877668782458,592.131333144636,560.988861722358,538.864171682806,527.6369168357,524.434719183078,514.621284755513,456.937799043062,472.558959664977
703,"SVK","Slovakia",311.889718552556,324.10135533294,301.818181818182,363.58398156151,311.429373771413,327.997900813435,316.636387230729,323.072732225552,308.398950131234,301.086394205898,226.663417011942,199.958428601122,177.624488036215,214.347264110297,199.031263760458,188.465723612622,185.126582278481,190.488173125315,179.558011049724,193.94261424017,189.208984375
705,"SVN","Slovenia",322.471147318398,279.054497701904,315.284441398218,331.460674157303,293.729372937294,299.545159194282,283.174603174603,349.044585987261,349.323493234932,329.516539440204,326.555760936537,342.907385697538,364.967779730521,361.043689320388,335.002782415136,339.285714285714,349.634626194491,361.142857142857,323.328067403897,311.146328578975,316.81602530311
90,"SLB","Solomon Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,"ZAF","South Africa",798.282742774217,789.141793285689,793.655552890381,830.699123211813,819.72581450852,831.912827705254,814.486215538847,823.922984356197,877.260408967726,837.191897016266,841.272132409546,781.909016669069,772.510980966325,803.32972972973,830.033619723571,809.427414690573,796.491927446681,792.821497120921,908.852536005009,868.730248764282,890.200662380674
410,"KOR","South Korea",326.943152700009,357.672611689917,386.897106109325,379.963646532438,397.566648774378,405.658894419701,413.778548984664,444.983679780107,380.682321665928,378.601319813295,393.354507696066,396.732251754689,370.519543709791,374.352805815595,387.093687961922,380.446357765945,386.3576391943,374.407582938389,382.698269826983,428.330790115138,430.033819411615
724,"ESP","Spain",413.822751322751,405.993670477298,458.008934269304,398.584298584299,386.384830587504,407.655617943609,323.912792709655,357.614843791299,343.157023938783,389.255877210025,390.703743700504,347.798121864414,395.09954058193,341.748099891422,346.486798441783,363.110895749688,330.513349802037,351.338812301167,287.32122770368,253.812673498064,192.010137388289
144,"LKA","Sri Lanka",3.17460317460317,53.2544378698225,189.265536723164,72.8643216080402,63.7813211845103,50,231.788079470199,262.645914396887,204.225352112676,228.155339805825,447.142857142857,429.203539823009,469.675599435825,488.341968911917,513.973268529769,476.394849785408,335.789473684211,393.939393939394,420.995670995671,432.186234817814,379.182156133829
275,"PSE","State of Palestine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,"SDN","Sudan",324.503311258278,337.349397590361,300.613496932515,514.792899408284,354.838709677419,467.741935483871,485.436893203883,511.627906976744,467.005076142132,429.752066115703,509.727626459144,482.394366197183,592.233009708738,602.985074626866,605.187319884726,548.302872062663,530.973451327434,503.98406374502,488.203266787659,368.78453038674,343.112244897959
740,"SUR","Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,"SJM","Svalbard and Jan Mayen Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,"SWZ","Swaziland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,"SWE","Sweden",46.3355000298169,56.0812772133527,48.6422920675647,48.9121804033667,52.4169751596116,46.0251046025105,68.7947745469869,45.2451208779831,47.7237202032044,42.5553069848372,37.0703331570598,37.2011050776412,47.2501539092961,53.9601541718691,46.1691542288557,39.394229847599,44.1449814126394,36.1397133050676,35.6856053001405,41.6777135585132,46.8824143494353
756,"CHE","Switzerland",9.97763633235851,13.7099438387843,15.9883720930233,7.46616892207186,6.68022073772872,8.04370921232357,9.47630922693267,8.3421811011679,12.5131916176692,6.32563256325633,4.85090597802825,4.91237387148168,4.88295275025133,5.72737686139748,5.8428279287175,6.08779237423903,5.08601346297681,3.66300366300366,4.04012259682363,3.92211794368959,4.20698359276399
760,"SYR","Syria",471.14556416882,455.665024630542,468.152866242038,477.848101265823,507.905138339921,517.448856799037,525.627044711014,530.497180932855,538.2797731569,546.01226993865,519.825535289453,516.66042680644,541.949303820064,526.244497121571,521.197007481297,558.672009158558,575.375536480687,578.933747412008,586.786933203315,595.705379819903,563.671622495152
999,"TWN","Taiwan",405.203619909502,425.510099456577,425.101214574899,439.786856127886,441.436967138482,446.656852870535,446.970797617318,469.384962714647,479.6573875803,485.928252204372,483.245638327333,490.079149951209,482.587319471474,485.112811266507,474.354801209021,487.383679312813,498.33729216152,492.119235754003,500.872897594209,485.754671142718,481.388866114618
762,"TJK","Tajikistan",78.6632390745501,79.0289256198347,87.5455966649296,65.3394589076059,39.2916436081904,35.691523263225,36.3636363636364,45.8471760797342,44.5448676565526,41.1449016100179,37.6734963648381,36.0183366077276,28.3076923076923,28.5225328009127,33.6950314106225,32.5248070562293,32.8142380422692,31.7716747442111,31.5052508751459,29.2226767971946,26.406429391504
834,"TZA","Tanzania",153.374233128834,137.362637362637,137.362637362637,141.361256544503,179.775280898876,239.583333333333,152.709359605911,363.636363636364,18.6046511627907,100.840336134454,161.290322580645,32.7272727272727,13.986013986014,18.796992481203,86.5051903114187,332.409972299169,399.43342776204,217.703349282297,213.151927437642,271.634615384615,295.045045045045
764,"THA","Thailand",626.301493888637,673.839410241084,646.234676007005,629.869105819271,623.208766507446,605.519480519481,601.513802315227,618.684972648289,589.561354802887,550.422034651266,507.188997707856,499.511814098809,483.808824878452,469.140023935715,482.621490495506,480.937972768533,452.212772091682,497.27995536337,479.685274367496,464.451782465126,468.15446339017
626,"TLS","Timor-Leste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,"TGO","Togo",375,321.428571428571,235.294117647059,206.896551724138,360,161.290322580645,166.666666666667,285.714285714286,300,380.952380952381,588.235294117647,1500,333.333333333333,222.222222222222,421.052631578947,315.789473684211,409.090909090909,350,166.666666666667,153.846153846154,153.846153846154
772,"TKL","Tokelau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,"TON","Tonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,"TTO","Trinidad and Tobago",673.184357541899,706.989247311828,695.979899497487,725.130890052356,692.874692874693,698.375870069606,676.211453744493,665.330661322645,700.193423597679,695.238095238095,677.655677655678,684.397163120567,760.63829787234,745.341614906832,746.500777604977,754.957507082153,749.275362318841,750,700.520833333333,714.470284237726,696.113074204947
788,"TUN","Tunisia",550.774526678141,597.014925373134,585.516178736518,591.251885369532,554.609929078014,504.563233376793,522.068095838588,533.018867924528,531.353135313531,512,494.339622641509,507.462686567164,487.331081081081,399.468556244464,383.58458961474,378.357030015798,402.756508422665,412.663755458515,397.632311977716,386.229508196721,379.503105590062
792,"TUR","Turkey",466.979492526938,473.360995850622,478.764478764479,420.132773336946,468.462717058223,437.217391304348,445.287792536369,444.917715392062,443.163393983066,458.605290278255,441.740071086385,460.624306765964,381.360351635253,350.638591646531,330.212274738665,359.869646182495,381.061616431048,424.936136765573,440.327260619322,425.060357315307,395.324076127945
795,"TKM","Turkmenistan",685.831622176591,602.013422818792,340.667678300455,504.746835443038,824.761904761905,930.612244897959,730.693069306931,630.343671416597,610.445205479452,790.571169537625,795.698924731183,795.511221945137,795.548227535037,795.102040816327,795.118343195266,795.048143053645,795.219638242894,795.023696682464,844.079718640094,789.735099337748,867.125463208047
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,"UGA","Uganda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
804,"UKR","Ukraine",384.983058271815,376.910794862895,351.992222509152,365.415388718496,339.241166176416,341.746705383069,290.305880322706,282.228236355435,290.959974908924,295.067623309417,301.338755248079,285.015608740895,281.612737544941,330.97703263783,274.375695880388,267.334239698808,296.305325315564,306.487947735977,316.344155273866,295.53202401424,291.935260755291
784,"ARE","United Arab Emirates",743.559718969555,743.515850144092,743.178170144462,743.212149102623,743.470935130581,737.389911929544,740.308618742943,749.295774647887,710.392333033842,707.51413950983,728.592889334001,746.351633078527,764.19120785318,804.853387259858,913.201068294544,843.492586490939,819.979032499626,720.273288661148,729.538604219801,631.224467262891,597.769364575872
